instance,submission,model_name,A,B,C,D,E,F,raw_total,total_score,evidence_confidence,caps_or_flags,resolved
sympy__sympy-15976,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,18,8,3,6,57,57,high,NO_POST_FIX_TEST,True
sympy__sympy-18211,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,20,18,9,9,81,81,high,,True
sympy__sympy-18211,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,22,19,8,9,84,84,high,,True
sympy__sympy-18211,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.0,13.0,21.0,17.0,9.0,10.0,82.0,82.0,high,,True
sympy__sympy-18211,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,23,22,9,9,91,91,high,,False
sympy__sympy-18211,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,11,14,10,7,8,60,60,high,KNOWN_COUNTEREXAMPLE,False
sympy__sympy-18211,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,20,15,10,9,80,80,medium,,False
sympy__sympy-18211,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,12,11,18,8,6,7,62,62,medium,NO_BASELINE,False
sympy__sympy-18211,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,20,18,7,9,79,79,high,,True
sympy__sympy-18211,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,20,15,7,8,75,75,high,,False
sympy__sympy-18211,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11.0,13.0,18.0,14.0,9.0,9.0,74.0,74.0,high,,False
sympy__sympy-18698,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,20,9,9,86,86,high,,True
sympy__sympy-18698,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,15,15,25,25,10,10,100,100,high,,False
sympy__sympy-18698,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,15,18,14,10,10,81,81,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-18698,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13,12,22,20,8,9,84,84,high,,False
sympy__sympy-18698,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,12,12,14,7,5,60,60,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-18698,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,22,16,9,9,83,83,high,,True
sympy__sympy-18698,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,12,18,8,7,8,63,63,medium,NO_BASELINE,True
sympy__sympy-18698,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,12,8,10,5,6,51,51,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-18698,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,14,24,23,10,10,95,95,high,,True
sympy__sympy-18698,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,18,14,9,8,71,71,high,,False
sympy__sympy-19040,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,20,9,9,86,86,high,,True
sympy__sympy-19040,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,18,8,9,84,84,high,,True
sympy__sympy-19040,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,15,24,24,10,10,97,97,high,,False
sympy__sympy-19040,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,22,18,8,9,85,85,high,,True
sympy__sympy-19040,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,20,6,9,83,83,high,,True
sympy__sympy-19040,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,14,15,24,22,10,10,95,95,high,,True
sympy__sympy-19040,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,14,14,23,23,9,9,92,92,high,,False
sympy__sympy-19040,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,20,14,8,8,76,76,medium,NO_BASELINE,True
sympy__sympy-19040,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,14,22,20,9,9,88,88,high,,True
sympy__sympy-19040,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,13,20,16,9,9,77,77,high,,True
sympy__sympy-19495,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,20,9,9,88,88,high,,False
sympy__sympy-19495,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,15,23,22,10,10,94,94,high,,True
sympy__sympy-19495,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,11,12,10,8,6,57,57,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-19495,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,20,18,9,8,81,81,high,,True
sympy__sympy-19495,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,21,16,9,9,81,81,high,,True
sympy__sympy-19495,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,6.0,8.0,10.0,5.0,5.0,2.0,36.0,36.0,medium,EMPTY_PATCH;NO_POST_FIX_TEST;NO_BASELINE,False
sympy__sympy-19495,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,20,9,10,87,87,high,,False
sympy__sympy-19495,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,15,20,16,10,8,82,82,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-19495,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,22,18,9,10,84,84,high,,False
sympy__sympy-20916,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,23,18,9,10,86,86,high,,True
sympy__sympy-20916,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,23,18,9,10,86,86,high,,False
sympy__sympy-20916,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23,20,9,10,89,89,high,,True
sympy__sympy-20916,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,22,18,9,9,84,84,high,,False
sympy__sympy-20916,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,14,23,20,9,10,89,89,high,,False
sympy__sympy-20916,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,14,14,23,18,9,9,87,87,high,,False
sympy__sympy-20916,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,11.0,14.0,6.0,7.0,8.0,54.0,54.0,medium,NO_BASELINE,False
sympy__sympy-20916,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,23,18,9,10,87,87,high,,False
sympy__sympy-20916,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,20,9,9,86,86,high,,True
sympy__sympy-20916,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,14,23,20,9,10,88,88,high,,False
sympy__sympy-21379,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12.5,14,22,20,9,10,87.5,87.5,high,,True
sympy__sympy-21379,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,18,9,9,85,85,high,,False
sympy__sympy-21379,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,13,22,18,9,9,83,83,high,,True
sympy__sympy-21379,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,18,12,7,8,68,68,medium,,True
sympy__sympy-21379,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,10,19,20,9,9,79,79,high,,True
sympy__sympy-21379,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,19,14,9,9,75,75,high,,True
sympy__sympy-21379,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,10,18,13,7,8,67,67,medium,NO_BASELINE;MAIN_CASE_ONLY,False
sympy__sympy-21379,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12.5,14,22,20,9,9.5,87,87,high,,False
sympy__sympy-21379,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,23,20,9,9,88,88,high,,False
sympy__sympy-21379,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,14,22,18,9,9,83,83,high,,True
sympy__sympy-21612,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,15,24,24,10,10,97,97,high,,True
sympy__sympy-21612,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,15,24,23,10,10,96,96,high,,False
sympy__sympy-21612,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13.5,14,23,20,9,10,89.5,89.5,high,,True
sympy__sympy-21612,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,23,18,8,9,86,86,high,,False
sympy__sympy-21612,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,14,23,20,9,10,90,90,high,,True
sympy__sympy-21612,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,13,18,8,8,8,67,67,medium,NO_BASELINE;NO_POST_FIX_TEST,True
sympy__sympy-21612,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,6,8,2,3,6,33,33,low,NO_BASELINE;NO_POST_FIX_TEST,False
sympy__sympy-21612,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,20,9,10,87,87,high,,False
sympy__sympy-21612,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,20,17,9,9,81,81,high,,False
sympy__sympy-21612,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,8,12,10,8,8,56,56,medium,WRONG_LAYER,True
sympy__sympy-22456,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,22,17,8,9,81,81,high,,True
sympy__sympy-22456,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,23,9,9,90,90,high,,True
sympy__sympy-22456,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,12,3,10,7,1,43,43,high,EMPTY_PATCH,False
sympy__sympy-22456,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,12,14,12,7,7,63,63,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-22456,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12.0,13.0,21.0,14.0,8.0,9.0,77.0,77.0,medium,NO_BASELINE,True
sympy__sympy-22456,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,12,22,12,8,9,73,73,medium,NO_BASELINE,True
sympy__sympy-22456,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,18,18,8,7,76,76,high,,True
sympy__sympy-22456,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,9,4,3,4,2,33,33,high,KNOWN_COUNTEREXAMPLE,False
sympy__sympy-22456,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,14,10,8,6,63,63,medium,WRONG_LAYER,True
sympy__sympy-23413,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,15,24,23,10,10,96,96,high,,True
sympy__sympy-23413,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,11,12,21,17,7,9,77,77,high,,False
sympy__sympy-23413,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,21,18,9,9,84,84,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-23413,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,10,11,8,6,5,3,43,43,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-23413,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,13,18,14,8,5,69,69,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-23413,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,9,9,9,10,5,6,48,48,medium,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-23413,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,4.0,3.0,3.0,5.0,4.0,27.0,27.0,high,KNOWN_COUNTEREXAMPLE,False
sympy__sympy-23413,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,18,16,9,8,76,76,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-23413,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,14,18,12,6,8,69,69,high,KNOWN_COUNTEREXAMPLE,True
sympy__sympy-23413,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,4,6,5,3,3,4,25,25,high,UNRELATED_CHANGES;NO_POST_FIX_TEST,True
sympy__sympy-24562,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,15,24,22,9,10,94,94,high,,True
sympy__sympy-24562,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,22,9,10,91,91,high,,True
sympy__sympy-24562,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13,14,22.5,22.5,10,10,92,92,high,,True
sympy__sympy-24562,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13.5,14,23,21,9,9,89.5,89.5,high,,False
sympy__sympy-24562,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,22,14,9,10,81,81,high,NO_BASELINE,True
sympy__sympy-24562,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,11.0,16.0,8.0,7.0,7.0,59.0,59.0,medium,NO_BASELINE,False
sympy__sympy-24562,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,13,21,17,8,9,79,79,high,,True
sympy__sympy-24562,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,20,8,9,85,85,high,,True
sympy__sympy-24562,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12.0,13.0,21.0,18.0,9.0,9.0,82.0,82.0,high,,True
